season,show_number,episode,viewers_in_millions,winner,runner_up,original_release,original_network,hosted_by,judges,finals_venue,rating
4,2,St. Louis Auditions,26.7,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08928571428571429
4,3,New Orleans Auditions,28.1,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08264462809917356
4,4,Las Vegas Auditions,26.6,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08928571428571429
4,5,Cleveland & Orlando Auditions,28.5,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08403361344537814
4,6,San Francisco Auditions,26.2,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09174311926605504
4,7,Hollywood Week: Part 1,28.8,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08333333333333333
4,8,Hollywood Week: Part 2,26.1,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08771929824561403
4,9,Hollywood Week: Part 3,27.1,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08695652173913043
4,10,Hollywood Week: Part 4,26.3,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08695652173913043
4,11,Top 12 Men Perform,23.5,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.10101010101010101
4,12,Top 12 Women Perform,28.3,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08695652173913043
4,13,Top 24 Results,26.7,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08849557522123894
4,14,Top 10 Men Perform,23.6,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09900990099009901
4,15,Top 10 Women Perform,26.9,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09090909090909091
4,16,Top 20 Results,24.3,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.0970873786407767
4,17,Top 8 Men Perform,23.9,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09900990099009901
4,18,Top 8 Women Perform,27.7,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08547008547008547
4,19,Top 16 Results,26.9,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08547008547008547
4,20,Top 12 Perform,28.4,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08695652173913043
4,21,Top 12 Results,24.7,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09259259259259259
4,22,Top 11 Perform,27.6,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08620689655172414
4,23,Top 11 Finalists Repeat Special(1),20.9,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.1111111111111111
4,24,Top 11 Results,20.2,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.11627906976744186
4,25,Top 10 Perform,26.4,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09090909090909091
4,26,Top 10 Results,24.9,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09433962264150944
4,27,Top 9 Perform,24.5,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.1
4,28,Top 9 Results,24.1,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09803921568627452
4,29,Top 8 Perform,25.6,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09345794392523366
4,30,Top 8 Results,25,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09259259259259259
4,31,Top 7 Perform,24.1,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.1020408163265306
4,32,Top 7 Results,22.7,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.1020408163265306
4,33,Top 6 Perform,25.5,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09259259259259259
4,34,Top 6 Results,24.4,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09523809523809523
4,35,Top 5 Perform,24.4,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.10101010101010101
4,36,Top 5 Results,25.4,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09259259259259259
4,37,Top 4 Perform,24.7,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09803921568627452
4,38,Top 4 Results,26.6,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08695652173913043
4,39,Top 3 Perform,25,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.09615384615384615
4,40,Top 3 Results,27.9,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.0847457627118644
4,41,Special: The World's Worst Auditions,NA,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.25
4,42,Top 2 Perform,28.1,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08620689655172414
4,43,American Idol Season 4 Finale,30.3,Carrie Underwood,Bo Bice,"January 18 (2005-01-18) –May 25, 2005 (2005-05-25)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,0.08
5,1,Chicago Auditions,35.53,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.2222222222222223
5,2,Denver Auditions,31.65,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5384615384615383
5,3,Greensboro Auditions,34.96,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.3178807947019866
5,4,San Francisco Auditions,32.44,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5384615384615383
5,5,Las Vegas Auditions,30.18,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5
5,6,Austin Auditions,30.4,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.56
5,7,Boston Auditions,31.15,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.4806201550387597
5,8,Hollywood Round 1,28.74,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.543859649122807
5,9,Hollywood Round 2,26.96,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.543859649122807
5,10,Hollywood: Top 24 Revealed,28.78,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5210084033613445
5,11,Top 12 Women Perform,30.16,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.3076923076923075
5,12,Top 12 Men Perform,31.69,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.4444444444444446
5,13,Top 24 Results,23.38,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.4242424242424243
5,14,Top 10 Women Perform,30.09,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5
5,15,Top 10 Men Perform,29.64,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.540983606557377
5,16,Top 20 Results,26.32,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.477064220183486
5,17,Top 8 Women Men Perform,28.56,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.6271186440677963
5,18,Top 8 Men Perform,30.38,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5806451612903225
5,19,Top 12 Revealed,26.63,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5925925925925926
5,20,Top 12 Perform,32.77,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.408759124087591
5,21,Top 12 Results,28.09,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.347826086956522
5,22,Top 11 Perform,33.36,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.4264705882352944
5,23,Top 11 Results,27.68,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.3684210526315788
5,24,Top 10 Perform,31.71,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5384615384615383
5,25,Top 10 Results,27.66,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.389380530973451
5,26,Top 9 Perform,28.83,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.7586206896551726
5,27,Top 9 Results,26.23,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.4074074074074074
5,28,Top 8 Perform,29.65,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.75
5,29,Top 8 Results,22.64,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.608695652173913
5,30,Top 7 Perform,28.44,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.807017543859649
5,31,Top 7 Results,27.63,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.654867256637168
5,32,Top 6 Perform,28.67,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.608695652173913
5,33,Top 6 Results,28.27,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.413793103448276
5,34,Top 5 Perform,28.58,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.719298245614035
5,35,Top 5 Results,29.26,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.393162393162393
5,36,Top 4 Perform,28.85,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.6724137931034484
5,37,Top 4 Results,27.88,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.410714285714286
5,38,Top 3 Perform,28.33,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.727272727272727
5,39,Top 3 Results,27.67,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.336448598130841
5,40,Top 2 Perform,31.78,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.7642276422764227
5,41,Season 5 Finale,36.38,Taylor Hicks,Katharine McPhee,"January 17 (2006-01-17) –May 24, 2006 (2006-05-24)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.4647887323943665
6,1,Minneapolis Auditions,37.44,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.2784810126582276
6,2,Seattle Auditions,36.94,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.3225806451612905
6,3,Memphis Auditions,32.6,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.481203007518797
6,4,New York Auditions,33.87,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.4822695035460995
6,5,Birmingham Auditions,33.65,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.4444444444444446
6,6,Los Angeles Auditions,31.85,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.3357664233576645
6,7,San Antonio Auditions,33.36,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.4444444444444446
6,8,Best of the Rest,27.91,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.25
6,9,"Hollywood Round, Part 1",31.2,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.3846153846153846
6,10,"Hollywood Round, Part 2",28.89,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.377049180327869
6,11,Top 12 Men Perform,29.53,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.542372881355932
6,12,Top 12 Women Perform,30.46,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5203252032520322
6,13,Top 24 Results,24.44,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5274725274725274
6,14,Top 10 Men Perform,30.65,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.459016393442623
6,15,Top 10 Women Perform,29.78,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5210084033613445
6,16,Top 20 Results,27.39,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.4761904761904763
6,17,Top 8 Men Perform,27.95,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.6605504587155964
6,18,Top 8 Women Perform,28.55,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.678571428571429
6,19,Top 12 Revealed,27.52,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.692307692307692
6,20,Top 12 Perform,29.83,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.64957264957265
6,21,Top 12 Results,26.18,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5742574257425743
6,22,Top 11 Perform,29.96,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.542372881355932
6,23,Top 11 Results,27.08,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5961538461538463
6,24,Top 10 Perform,28.18,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.727272727272727
6,25,Top 10 Results,26.89,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.568807339449541
6,26,Top 9 Perform,26.67,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.7884615384615383
6,27,Top 9 Results,26.1,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.6262626262626263
6,28,Top 8 Perform,26.78,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.815533980582524
6,29,Top 8 Results,28.56,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.4324324324324325
6,30,Top 7 Perform,26.55,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.7450980392156863
6,31,Top 7 Results,28.93,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5
6,32,Top 6 Perform,26.55,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.8
